194459	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/194459
2835327	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2835327
222264	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/222264
3324127	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3324127
2289371	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2289371
2526764	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2526764
3559187	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3559187
224923	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/224923
13563767	fal	CC BY 4.0	https://tatoeba.org/en/sentences/show/13563767
2946939	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2946939
4715763	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4715763
2581788	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2581788
195505	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/195505
2311964	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2311964
1882978	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/1882978
3023122	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3023122
3169735	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3169735
224934	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/224934
4591663	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4591663
4449043	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4449043
2858287	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2858287
2786660	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2786660
3174248	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3174248
4769900	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4769900
2196408	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2196408
3395419	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3395419
2708965	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2708965
2349379	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2349379
2904882	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2904882
2615036	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2615036
3187266	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3187266
2951718	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2951718
3888503	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3888503
2312105	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2312105
83843	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/83843
3523968	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3523968
83624	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/83624
3114646	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3114646
347403	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/347403
2413229	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2413229
2098578	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2098578
3281203	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3281203
3055354	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3055354
3395397	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3395397
2598479	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2598479
2739685	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2739685
2500710	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2500710
3003075	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3003075
2638124	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2638124
2948351	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2948351
4321466	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4321466
3376540	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3376540
223346	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/223346
3710861	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3710861
4449036	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/4449036
2533641	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2533641
3698231	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3698231
3635291	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3635291
3780822	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3780822
3010178	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3010178
216130	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/216130
3662503	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3662503
2921355	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2921355
3247983	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3247983
2700219	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2700219
3424650	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3424650
3554313	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3554313
2794995	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2794995
2665202	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2665202
2869681	yomi	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2869681
2006378	huizi99	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/2006378
3677759	Mizu	CC BY-NC 4.0	https://tatoeba.org/en/sentences/show/3677759
